id;created_at;updated_at;creator_user_id;name;player_count;format;status;group_count;top_per_group;use_wildcard;wildcard_count;share_id;is_public;requires_registration;requires_skill_level;min_skill_level;max_skill_level;skill_rating_system;auto_approve_registrations;registration_message;courts;start_time;is_doubles;default_sets;parent_tournament_id
f5756beb-43d3-41b4-b74c-b85b159db0ec;2025-12-25 02:01:24.173641+00;2025-12-25 03:50:50.203727+00;2758b55a-f90f-4bcf-b87c-b6bfd44fc812;test bảng 4 lại;20;round_robin;completed;4;2;false;0;e378192a290a;true;false;false;;;DUPR;false;;[];;true;1;
1013ca83-8901-4abe-9c3e-99ee11150a5d;2025-12-25 03:06:46.027131+00;2025-12-25 03:50:50.203727+00;2758b55a-f90f-4bcf-b87c-b6bfd44fc812;Test điểm trọng tài;10;round_robin;completed;3;2;false;0;d09731b57f47;true;false;false;;;DUPR;false;;[];;true;1;
0e8de38b-e40b-4dda-b0d3-cee40dc348dc;2025-12-26 06:05:12.533256+00;2025-12-26 06:26:51.833502+00;0504a8a8-bd77-4e4c-b2f7-52d568c0843c;Giải 16 VDV;16;round_robin;completed;4;2;false;0;902b401c607c;true;false;false;;;DUPR;false;;[];;true;1;
da1d4445-e492-44b0-ad4b-5afc425caf25;2025-12-25 12:42:17.616913+00;2026-02-09 02:02:50.038714+00;2758b55a-f90f-4bcf-b87c-b6bfd44fc812;bidv 1;19;round_robin;completed;4;2;false;0;4525fda2c2e1;true;false;false;;;DUPR;false;;[];;true;1;
d261255e-5591-4b6e-8f45-6c69f064f290;2025-12-26 14:44:37.754252+00;2025-12-26 14:54:29.463563+00;67ffd83d-56c8-4464-82d0-a4d05f2f0352;Pi cà chu;20;round_robin;completed;4;2;false;0;e43540e72073;true;false;false;;;DUPR;false;;[];;true;1;
4234f32a-5e44-4c79-818b-4c97b0b34c21;2025-12-26 06:29:56.585196+00;2026-02-09 02:02:50.038714+00;0504a8a8-bd77-4e4c-b2f7-52d568c0843c;Giải 10 VDV;10;round_robin;completed;3;2;false;0;78cd54ee4676;true;false;false;;;DUPR;false;;[];;true;1;
da96f606-fe8f-4ce1-9cf2-8ea2edf82c71;2025-12-26 06:32:14.793811+00;2026-02-09 02:02:50.038714+00;0504a8a8-bd77-4e4c-b2f7-52d568c0843c;Giải 24 VDV;24;round_robin;completed;6;2;false;0;b78f4479822c;true;false;false;;;DUPR;false;;[];;true;1;
a09cf3eb-e6ee-4955-a933-672f8af8245c;2026-01-29 03:07:01.310917+00;2026-02-13 03:00:05.557402+00;06ce90ab-e8dd-40bb-8f0d-ee859476c5fb;Thanh Bình;51;large_playoff;completed;;2;false;0;327f5ec63be7;true;false;false;;;DUPR;false;;"[""1""]";10:12;true;1;
9f411c65-d909-4ab8-a6f0-9b50d71e0512;2026-01-29 03:15:18.409282+00;2026-02-13 03:00:05.557402+00;2a40983e-f1fe-46e4-bc72-224e75681847;Jack pro;24;round_robin;completed;4;2;false;0;1bd89f90e116;true;true;false;;;DUPR;false;;[];;true;1;
69f3323b-88ef-462d-8bc5-aa97bf2fd41c;2026-01-29 15:43:29.882597+00;2026-02-13 03:00:05.557402+00;f6c2dd66-da9e-4ffb-a0d0-e6f837a11ead;FAMILY TOUR;10;round_robin;completed;2;2;false;0;02669298ec19;true;false;false;;;DUPR;false;;[];;true;1;
