id;user_id;type;entity_type;entity_id;related_id;title;message;is_read;created_at
77bc2432-7d6e-401c-97f0-fda8ccc40599;88851ff9-4082-45ea-8a92-7f81694a1d2e;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:18:14.067542+00
7f6ef3ea-3339-4d5d-9792-b40d58a8085a;481ca5d3-71cc-42d6-809d-a4be432dfd6c;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:18:14.067542+00
be221bde-71df-4482-a2b8-2ee7156e88fe;2ae96b48-6d3a-4f83-9828-95d1310e89ce;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:18:14.067542+00
addbf89d-b372-4b53-b625-23d2733da373;95c01427-e123-454f-9fae-26e953e4a671;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:18:14.067542+00
149be644-4dd7-44cf-8719-cc989bb06bba;12930035-7f31-4623-8ec2-a1833703b714;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:20:24.286109+00
fc25ecd9-a46c-476a-a7d9-de0edb1799bc;88851ff9-4082-45ea-8a92-7f81694a1d2e;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:20:24.286109+00
c0e4c581-643e-409e-b6b3-17f19611676a;481ca5d3-71cc-42d6-809d-a4be432dfd6c;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:20:24.286109+00
878eae40-71be-41a7-ad08-be9a70f1e16c;2ae96b48-6d3a-4f83-9828-95d1310e89ce;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:20:24.286109+00
66302b16-2cff-40d2-8d73-9400d8520019;95c01427-e123-454f-9fae-26e953e4a671;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:20:24.286109+00
dc05599f-418f-4898-90eb-c5ca1aa0aac3;12930035-7f31-4623-8ec2-a1833703b714;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:25:44.727644+00
bbc5e739-8a0e-4055-8d80-cd77b8635654;88851ff9-4082-45ea-8a92-7f81694a1d2e;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:25:44.727644+00
076898b3-6788-4f37-825d-d528bd73b33a;481ca5d3-71cc-42d6-809d-a4be432dfd6c;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:25:44.727644+00
8c5ab567-c739-4d76-8c54-a19eed7fe0a6;2ae96b48-6d3a-4f83-9828-95d1310e89ce;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:25:44.727644+00
6aa0abd4-91fe-459f-bf53-c97f556c5840;95c01427-e123-454f-9fae-26e953e4a671;livestream_live;organization;41fb095c-eb98-4241-a471-f047c87158fc;2b63e361-67b4-4d43-acec-bf0e464e82e3;TAPickleball đang phát trực tiếp!;Round 16;false;2026-03-26 16:25:44.727644+00
